Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	Estimates Start After
Equatorial Guinea	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	143.872	125.994	140.562	145.980	149.718	235.985	276.579	325.310	339.574	289.430	356.344	341.024	400.521	391.041	280.181	381.481	605.210	1,115.206	905.263	1,469.641	2,230.362	3,128.490	3,738.426	6,621.358	10,154.496	13,557.036	16,228.886	20,436.760	30,013.898	22,202.516	23,411.827	29,789.825	30,408.456	28,985.720	27,583.945	15,214.589	12,399.404	11,948.105	11,456.544	2010
Equatorial Guinea	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	411.959	443.287	451.586	453.920	440.023	481.648	457.271	471.524	485.559	483.693	498.492	492.127	647.338	707.692	816.357	1,020.128	1,535.338	3,749.984	4,582.990	5,698.294	11,981.875	19,014.135	22,388.591	25,346.528	32,955.907	35,721.707	37,785.747	43,453.777	50,732.308	50,363.376	45,141.048	47,719.456	51,187.153	48,499.283	47,700.638	42,648.046	37,984.903	34,864.862	31,931.159	2010
Equatorial Guinea	Unemployment rate	Percent of total labor force																																										
Equatorial Guinea	Population	Persons	Millions	Source: Other Latest actual data: 2010 Notes: Population series is based on United Nations (UN) estimates. The last national census was conducted in 2001. Population figures used by the country authorities differ substantially from the UN estimates. Primary domestic currency: CFA franc Data last updated: 09/2017	0.219	0.235	0.251	0.272	0.294	0.313	0.328	0.341	0.352	0.362	0.374	0.386	0.400	0.413	0.428	0.442	0.456	0.471	0.487	0.502	0.518	0.535	0.551	0.569	0.586	0.604	0.622	0.640	0.658	0.677	0.696	0.716	0.736	0.757	0.778	0.799	0.821	0.843	0.865	2010
Eritrea	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	639.357	738.750	1,007.081	1,141.902	1,356.994	1,492.248	1,617.832	1,701.794	1,757.978	2,129.873	2,466.765	2,832.994	3,472.297	3,710.767	3,962.738	4,174.456	4,231.857	5,511.032	6,083.043	7,253.796	8,325.867	9,129.615	10,224.376	11,398.460	12,655.327	13,849.670	15,192.918	2006
Eritrea	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	228.342	141.275	163.487	180.681	213.475	214.166	219.756	208.742	182.647	188.327	176.725	204.137	251.844	241.462	257.739	271.509	275.243	358.441	395.645	471.792	541.520	593.796	665.000	741.363	823.111	900.792	988.157	2006
Eritrea	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	700.758	811.083	933.829	1,143.644	1,173.481	1,274.733	1,352.821	1,356.484	1,366.545	1,185.876	1,267.671	1,289.261	1,248.341	1,265.450	1,250.428	1,260.423	1,122.383	1,137.218	1,138.790	1,222.807	1,290.178	1,307.850	1,353.065	1,387.262	1,409.956	1,433.949	1,466.681	2006
Eritrea	Unemployment rate	Percent of total labor force																																										
Eritrea	Population	Persons	Millions	Source: UN Population Prospects 2006 Latest actual data: 2006 Primary domestic currency: Eritrean nakfa Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3.427	3.422	3.426	3.453	3.507	3.583	3.683	3.802	3.867	3.995	4.127	4.263	4.404	4.549	4.699	4.854	5.014	5.180	5.351	5.527	5.710	5.898	6.093	6.294	6.502	6.716	6.938	2006
Estonia	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	971.910	1,366.215	1,919.420	2,560.556	3,196.857	3,624.516	3,899.767	4,403.762	5,009.167	5,618.927	6,332.853	7,105.330	8,288.108	10,010.887	12,097.815	12,340.688	10,590.283	11,037.759	12,535.260	13,533.551	14,340.744	15,022.054	15,493.907	16,083.967	17,401.124	18,670.872	2016
Estonia	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,150.732	1,648.997	2,621.986	3,329.193	3,607.157	4,034.853	4,162.738	4,072.163	4,494.445	5,308.888	7,163.764	8,835.485	10,320.600	12,576.698	16,579.404	18,144.137	14,757.474	14,652.348	17,441.454	17,398.375	19,046.742	19,961.640	17,192.427	17,786.014	19,618.312	21,964.346	2016
Estonia	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7,338.238	7,542.778	8,022.913	8,742.412	10,076.969	10,704.086	10,882.922	12,113.488	13,254.343	14,370.605	15,839.401	17,412.636	19,764.626	22,600.071	25,143.969	24,328.966	20,946.478	21,721.217	23,919.022	25,494.056	26,508.317	27,856.003	28,685.041	29,684.604	31,473.246	33,374.642	2016
Estonia	Unemployment rate	Percent of total labor force		Source: National Statistics Office Latest actual data: 2016 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6.526	7.546	9.645	9.881	9.634	9.831	12.201	14.602	13.009	11.227	10.342	10.140	8.031	5.912	4.592	5.458	13.549	16.707	12.325	10.020	8.628	7.351	6.185	6.765	8.390	9.005	2016
Estonia	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2016 Primary domestic currency: Euro Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.511	1.477	1.448	1.425	1.406	1.393	1.379	1.401	1.393	1.384	1.375	1.366	1.359	1.351	1.343	1.338	1.336	1.333	1.330	1.325	1.320	1.316	1.313	1.312	1.309	1.305	2016
Ethiopia	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	445.418	446.289	456.552	491.959	450.065	510.271	513.321	531.366	533.149	542.821	557.000	595.438	607.234	753.151	774.261	897.629	981.918	988.546	924.818	967.236	1,057.138	1,048.147	997.728	1,037.152	1,194.264	1,429.415	1,721.802	2,192.081	3,114.168	4,137.061	4,654.871	6,114.542	8,731.868	9,969.713	12,007.519	14,460.306	16,755.519	19,224.230	22,167.439	2016
Ethiopia	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	215.178	215.599	220.557	237.661	217.423	246.507	247.981	256.699	257.560	262.233	269.082	287.651	293.350	176.465	151.965	152.658	155.121	152.171	134.226	128.213	129.678	125.722	116.789	120.873	138.553	165.218	198.344	249.209	334.145	397.808	360.829	379.381	503.989	548.048	628.342	720.617	795.234	860.557	927.390	2016
Ethiopia	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	312.042	333.143	347.301	377.404	369.638	327.170	354.551	400.960	404.130	404.459	416.233	385.753	347.373	389.812	398.755	418.699	469.846	477.649	450.054	472.764	517.088	551.557	553.807	521.045	583.011	660.679	740.313	828.123	924.044	1,008.418	1,110.828	1,242.961	1,354.312	1,489.184	1,645.710	1,807.743	1,945.378	2,112.976	2,299.268	2016
Ethiopia	Unemployment rate	Percent of total labor force																																										
Ethiopia	Population	Persons	Millions	Source: International Financial Institution. Human Development Indicators Latest actual data: 2015/16 Primary domestic currency: Ethiopian birr Data last updated: 08/2017	34.320	35.148	36.151	37.294	38.520	39.786	41.084	42.424	43.815	45.273	46.807	48.420	50.096	51.812	53.531	55.230	56.898	58.544	60.179	61.826	63.500	65.405	67.220	71.342	73.197	75.100	77.053	79.056	80.321	81.606	82.912	84.238	85.586	86.955	88.347	89.760	91.196	92.656	94.138	2016
Fiji	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,588.386	1,664.495	1,710.038	1,710.791	1,869.947	1,900.483	2,090.763	2,087.449	2,259.235	2,447.618	2,678.369	2,740.108	3,064.845	3,330.179	3,501.863	3,602.751	3,855.101	3,872.140	4,185.863	4,829.686	4,493.954	4,704.554	4,981.183	5,389.461	5,762.182	6,155.690	6,459.062	6,548.839	6,908.393	6,874.303	7,341.615	7,930.596	8,290.834	8,955.509	9,776.216	10,524.143	11,203.770	11,925.399	12,656.822	2015
Fiji	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,941.876	1,947.628	1,833.922	1,682.160	1,727.279	1,647.503	1,845.552	1,678.205	1,579.600	1,650.188	1,808.653	1,857.766	2,039.328	2,159.947	2,391.808	2,561.679	2,747.213	2,682.198	2,105.335	2,452.176	2,111.221	2,066.446	2,277.858	2,842.890	3,324.780	3,640.166	3,730.849	4,066.886	4,334.791	3,514.994	3,827.130	4,422.608	4,632.025	4,863.456	5,179.865	5,017.175	5,357.484	5,761.062	6,114.407	2015
Fiji	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	2,261.107	2,558.238	2,618.736	2,542.837	2,838.195	2,774.859	2,989.873	2,834.314	3,031.592	3,516.699	3,827.212	3,817.000	4,109.243	4,282.347	4,560.581	4,739.662	5,018.862	4,946.197	5,028.450	5,509.960	5,500.263	5,692.157	5,922.803	6,046.967	6,503.631	6,580.250	6,864.322	6,936.396	7,108.813	7,028.695	7,293.080	7,608.346	7,820.756	8,284.174	8,863.741	9,263.183	9,375.325	9,857.308	10,354.318	2015
Fiji	Unemployment rate	Percent of total labor force		Source: National Statistics Office. 2012-2013 unemployment rate are missing since the authority didn't provide it. The numbers here are based on linear interpolation using 2011 and 2014 data. Latest actual data: 2016 Employment type: Not applicable Primary domestic currency: Fiji dollar Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	9.551	11.908	12.003	7.789	8.172	7.534	6.895	7.534	7.278	6.895	3.742	4.183	4.628	5.071	5.512	5.951	6.388	6.822	7.255	7.300	7.700	8.600	8.800	8.700	7.100	7.100	6.800	6.367	6.200	5.500	5.500	5.500	5.500	2016
Fiji	Population	Persons	Millions	Source: International Financial Institution Latest actual data: 2015 Primary domestic currency: Fiji dollar Data last updated: 09/2017	0.634	0.649	0.666	0.683	0.698	0.709	0.715	0.718	0.719	0.733	0.739	0.745	0.751	0.757	0.763	0.769	0.775	0.781	0.786	0.792	0.798	0.803	0.809	0.815	0.820	0.826	0.832	0.837	0.841	0.845	0.849	0.853	0.858	0.862	0.866	0.869	0.873	0.877	0.881	2015
Finland	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	7,059.304	7,956.509	8,900.595	9,870.469	10,985.536	11,910.094	12,776.276	13,754.750	15,541.645	17,344.121	18,295.736	17,397.696	16,872.533	16,963.067	17,875.064	19,329.428	19,945.959	21,576.597	23,387.184	24,599.168	26,349.457	27,877.590	28,545.106	29,112.642	30,361.137	31,391.868	32,843.949	35,358.270	36,545.908	33,987.670	34,962.637	36,624.910	36,990.025	37,470.097	37,692.868	38,302.350	39,293.402	40,515.493	41,828.291	2014
Finland	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	11,261.272	10,991.490	11,039.387	10,546.858	10,889.008	11,490.921	14,999.985	18,633.449	22,031.740	24,067.004	28,507.164	25,663.521	22,490.249	17,670.344	20,433.743	26,349.626	25,827.609	24,746.045	26,054.463	26,242.767	24,347.469	24,967.820	26,958.545	32,921.376	37,748.129	39,106.576	41,240.452	48,463.305	53,785.144	47,337.938	46,391.713	50,960.182	47,553.397	49,766.126	50,087.853	42,501.245	43,482.406	45,692.892	49,206.649	2014
Finland	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	9,428.285	10,406.037	11,335.194	12,076.326	12,832.125	13,644.196	14,249.494	15,087.267	16,385.999	17,832.249	18,542.426	17,939.237	17,630.528	17,825.284	18,836.530	19,956.305	20,989.465	22,615.238	24,031.094	25,422.468	27,404.124	28,697.766	29,549.327	30,672.217	32,668.691	34,545.622	36,917.128	39,703.222	40,592.799	37,336.992	38,741.407	40,377.730	40,340.005	40,490.057	40,771.587	41,055.875	42,260.680	44,050.076	45,787.398	2014
Finland	Unemployment rate	Percent of total labor force		Source: National Statistics Office. Downloaded through Haver Analytics Latest actual data: 2016 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 08/2017	5.288	5.743	6.076	6.147	5.928	6.049	6.665	4.900	4.208	3.108	3.200	6.700	11.800	16.500	16.700	15.500	14.600	12.700	11.500	10.275	9.875	9.200	9.175	9.075	8.875	8.475	7.775	6.950	6.425	8.325	8.500	7.775	7.683	8.192	8.658	9.375	8.792	8.704	8.107	2016
Finland	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2014 Primary domestic currency: Euro Data last updated: 08/2017	4.771	4.788	4.812	4.842	4.870	4.894	4.911	4.926	4.939	4.954	4.974	4.998	5.029	5.055	5.078	5.099	5.117	5.132	5.147	5.160	5.171	5.181	5.195	5.206	5.220	5.237	5.256	5.277	5.300	5.326	5.351	5.375	5.401	5.427	5.451	5.472	5.487	5.504	5.524	2014
France	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	8,434.753	9,470.405	10,820.871	11,945.401	12,927.405	13,788.002	14,759.714	15,441.802	16,607.255	17,805.232	18,711.261	19,301.535	19,905.978	20,017.793	20,608.787	21,210.619	21,730.028	22,364.557	23,307.036	24,072.488	25,235.278	26,062.398	26,710.815	27,244.390	28,274.491	29,066.324	30,183.633	31,485.759	32,121.257	31,041.303	31,840.572	32,650.591	32,929.342	33,207.644	33,541.738	34,101.685	34,499.881	35,177.830	36,058.210	2016
France	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	13,111.787	11,497.085	10,860.896	10,330.873	9,733.747	10,149.984	14,006.561	16,871.826	18,326.779	18,328.022	22,600.462	22,524.405	24,725.736	23,212.099	24,398.135	27,898.303	27,870.574	25,166.999	25,951.704	25,680.897	23,317.944	23,342.092	25,226.206	30,808.706	35,153.793	36,209.519	37,900.031	43,155.504	47,273.321	43,234.246	42,249.064	45,430.283	42,333.090	44,104.924	44,571.659	37,840.083	38,177.856	39,673.138	42,418.746	2016
France	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	10,763.976	11,830.428	12,807.008	13,402.110	14,026.456	14,640.286	15,216.567	15,929.350	17,179.717	18,524.209	19,661.790	20,432.117	21,131.884	21,405.119	22,297.308	23,161.487	23,835.850	24,733.754	25,810.013	27,006.283	28,514.844	29,529.831	30,105.513	30,743.205	32,252.237	33,571.061	35,172.584	36,724.648	37,313.106	36,297.357	37,284.251	38,657.220	39,251.050	39,912.039	40,801.915	41,479.777	42,336.430	43,550.594	44,971.967	2016
France	Unemployment rate	Percent of total labor force		Source: National Statistics Office Latest actual data: 2016 Employment type: Harmonized ILO definition. Data prior to 1983 are not harmonized. Primary domestic currency: Euro Data last updated: 09/2017	6.349	7.438	8.069	7.383	8.458	8.700	8.875	9.150	8.842	8.700	8.400	8.617	9.442	10.267	10.667	10.508	10.833	10.892	10.692	10.442	9.175	8.458	8.275	8.500	8.825	8.883	8.825	7.975	7.467	9.083	9.267	9.200	9.775	10.300	10.300	10.392	10.042	9.481	9.049	2016
France	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2016 Primary domestic currency: Euro Data last updated: 09/2017	53.731	54.029	54.335	54.650	54.895	55.157	55.411	55.682	55.966	56.270	56.577	56.841	57.111	57.369	57.565	57.753	57.936	58.116	58.299	58.497	58.858	59.267	59.686	60.102	60.505	60.963	61.400	61.795	62.135	62.466	62.765	63.070	63.376	63.698	64.028	64.344	64.605	64.901	65.198	2016
Gabon	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,287,451.251	1,460,990.126	1,620,195.879	1,760,143.145	1,899,175.991	2,012,002.372	1,986,179.600	1,276,059.778	1,364,480.230	1,562,880.202	1,855,657.018	1,690,756.989	1,592,256.356	1,607,688.957	2,384,016.646	2,474,199.944	2,840,607.942	2,958,090.498	2,455,153.085	2,599,933.425	3,187,746.189	2,977,859.581	2,922,795.134	2,909,259.889	3,079,795.497	3,658,573.605	3,798,404.105	4,140,720.091	4,647,060.597	3,699,042.987	4,416,541.263	5,134,433.559	5,053,048.960	4,820,759.120	4,914,820.991	4,584,083.067	4,417,669.214	4,410,444.934	4,464,146.218	2004
Gabon	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	6,093.615	5,376.616	4,930.527	4,619.015	4,346.388	4,478.468	5,735.355	4,245.955	4,581.144	4,899.234	6,815.634	5,993.320	6,015.511	5,677.618	4,293.942	4,956.842	5,552.917	5,068.093	4,161.617	4,222.734	4,477.321	4,062.351	4,193.464	5,005.606	5,829.801	6,936.103	7,264.249	8,639.698	10,377.414	7,833.864	8,917.315	10,891.096	9,903.189	9,760.882	9,956.474	7,754.492	7,453.366	7,583.932	8,006.021	2004
Gabon	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	9,056.104	9,301.015	10,061.770	10,438.552	11,094.570	11,852.916	11,583.128	9,833.103	10,306.775	12,093.738	12,902.905	13,706.639	13,174.669	13,688.557	14,145.312	14,788.836	15,224.031	15,973.914	16,301.286	14,703.023	14,394.511	14,672.244	14,561.274	14,735.837	14,937.177	14,923.416	14,720.457	15,601.149	15,590.346	14,788.744	15,325.698	16,138.115	16,665.156	17,196.152	18,020.346	18,655.258	19,017.667	19,266.295	19,888.837	2004
Gabon	Unemployment rate	Percent of total labor force																																										
Gabon	Population	Persons	Millions	Source: National Statistics Office. In close cooperation with World Bank and country authorities. Latest actual data: 2004 Primary domestic currency: CFA franc Data last updated: 07/2017	0.748	0.765	0.781	0.799	0.816	0.834	0.852	0.871	0.890	0.910	0.930	0.960	0.990	1.014	1.039	1.065	1.092	1.119	1.147	1.176	1.205	1.235	1.266	1.298	1.330	1.364	1.398	1.440	1.494	1.551	1.610	1.671	1.735	1.803	1.829	1.855	1.881	1.908	1.934	2004
The Gambia	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,111.898	1,147.627	1,212.921	1,353.517	1,326.091	1,612.381	2,149.894	2,828.246	2,990.473	3,411.903	3,994.566	4,487.812	4,736.798	4,910.661	4,940.829	4,988.523	5,189.187	5,354.395	5,577.904	5,955.095	6,321.686	7,467.698	8,128.244	10,715.493	12,461.923	12,381.480	12,357.719	12,933.041	13,507.325	14,641.960	15,748.322	15,130.521	16,153.436	17,314.662	18,034.240	19,378.369	20,545.260	22,191.491	23,718.278	2015
The Gambia	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	646.083	581.820	530.811	513.319	354.420	414.081	310.455	399.786	445.779	449.906	506.989	511.142	532.507	538.797	515.654	522.425	530.113	524.934	524.071	522.608	494.359	476.030	407.787	392.422	414.981	433.291	440.314	519.954	608.648	549.533	562.200	513.569	503.581	481.530	432.134	448.158	469.043	488.468	498.504	2015
The Gambia	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	771.526	718.851	889.046	1,008.727	927.019	952.634	955.723	967.971	978.876	1,019.300	1,073.309	1,088.504	1,088.434	1,093.045	1,042.264	1,066.092	1,084.556	1,070.232	1,120.144	1,175.653	1,231.722	1,292.063	1,229.922	1,298.315	1,382.566	1,368.651	1,381.314	1,422.987	1,485.449	1,542.567	1,610.162	1,522.371	1,584.678	1,633.361	1,624.286	1,658.548	1,662.168	1,686.338	1,723.161	2015
The Gambia	Unemployment rate	Percent of total labor force																																										
The Gambia	Population	Persons	Millions	Source: International Financial Institution. Human Development Indicators Latest actual data: 2015 Primary domestic currency: Gambian dalasi Data last updated: 09/2017	0.564	0.599	0.621	0.646	0.672	0.700	0.729	0.758	0.789	0.822	0.855	0.890	0.927	0.981	1.015	1.047	1.078	1.127	1.159	1.193	1.229	1.267	1.308	1.350	1.395	1.441	1.488	1.536	1.587	1.639	1.693	1.749	1.807	1.867	1.928	1.991	2.057	2.124	2.194	2015
Georgia	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	184.909	512.527	827.570	999.238	1,114.809	1,268.221	1,362.522	1,516.335	1,705.585	1,983.332	2,303.723	2,759.646	3,316.858	4,140.764	4,709.238	4,499.847	5,260.125	6,258.080	6,820.603	7,096.837	7,816.190	8,535.522	9,165.026	10,120.157	10,854.154	2015
Georgia	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	167.794	397.848	655.332	770.192	800.675	627.580	689.350	731.210	776.793	924.350	1,201.953	1,522.416	1,862.950	2,478.769	3,158.884	2,693.734	2,951.244	3,710.701	4,130.549	4,266.593	4,428.262	3,761.910	3,871.824	4,123.314	4,528.906	2015
Georgia	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,529.784	1,647.645	1,901.348	2,192.693	2,307.357	2,430.950	2,567.096	2,770.522	2,990.347	3,432.625	3,778.259	4,328.042	4,944.110	5,788.621	6,124.740	6,025.587	6,568.292	7,286.867	8,002.440	8,525.998	9,210.544	9,602.013	10,043.186	10,644.369	11,303.426	2015
Georgia	Unemployment rate	Percent of total labor force		Source: National Statistics Office Latest actual data: 2015 Employment type: Harmonized ILO definition Primary domestic currency: Georgian lari Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12.715	7.551	12.381	12.628	10.346	11.148	12.594	11.501	12.624	13.800	13.578	13.279	16.469	16.850	16.291	15.062	15.034	14.563	12.353	11.950	11.763	n/a	n/a	2015
Georgia	Population	Persons	Millions	Source: National Statistics Office. Census suveys were conducted in 2002 and 2014. Data from 2003 to 2013 have been computed via linear interpolation and are inconsistent with data from the authorities which have not been back-cast following the results of the 2014 census Latest actual data: 2015 Primary domestic currency: Georgian lari Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.930	4.794	4.675	4.558	4.505	4.470	4.435	4.401	4.372	4.318	4.265	4.211	4.158	4.104	4.051	3.997	3.944	3.890	3.837	3.783	3.730	3.720	3.701	3.694	3.694	2015
Germany	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	10,270.066	10,700.042	11,130.527	11,711.983	12,336.515	12,911.731	13,644.362	14,088.893	14,744.519	15,526.264	16,624.185	19,754.167	21,060.007	21,601.371	22,555.170	23,354.159	23,645.620	24,133.038	24,779.977	25,360.066	25,982.788	26,740.884	27,081.768	27,223.878	27,875.161	28,287.987	29,483.144	31,030.404	31,718.835	30,568.845	32,136.365	33,673.248	34,295.626	35,045.120	36,211.045	37,260.021	38,113.624	39,177.967	40,407.658	2016
Germany	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	11,069.918	9,296.657	8,982.042	8,992.023	8,507.111	8,649.293	12,343.874	15,355.904	16,454.698	16,174.370	20,174.090	23,371.686	26,441.884	25,569.634	27,247.029	31,907.944	30,744.887	27,257.160	27,582.013	27,054.505	24,008.660	23,949.760	25,576.541	30,785.510	34,657.304	35,239.901	37,020.463	42,531.377	46,681.071	42,576.208	42,641.549	46,853.217	44,089.549	46,545.379	48,118.745	41,344.651	42,176.854	44,184.445	47,535.422	2016
Germany	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	11,273.681	12,316.721	12,987.080	13,757.597	14,707.836	15,549.625	16,235.418	16,891.387	18,025.982	19,267.202	20,725.979	22,200.912	22,900.884	23,086.566	24,115.209	25,013.041	25,639.474	26,562.358	27,346.472	28,286.856	29,839.560	31,054.076	31,516.570	31,925.268	33,070.322	34,484.464	36,995.357	39,347.374	40,560.936	38,730.093	40,850.663	43,249.191	44,266.073	45,127.186	46,627.525	47,429.656	48,448.613	50,206.210	52,044.993	2016
Germany	Unemployment rate	Percent of total labor force		Source: National Statistics Office Latest actual data: 2016 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 08/2017	3.359	4.831	6.734	8.099	8.058	8.124	7.834	7.843	7.735	6.790	6.155	5.470	6.592	7.775	8.425	8.233	8.908	9.658	9.383	8.558	7.950	7.800	8.600	9.708	10.333	11.008	10.042	8.575	7.383	7.658	6.942	5.858	5.367	5.233	5.008	4.608	4.167	3.797	3.725	2016
Germany	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2016 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. Primary domestic currency: Euro Data last updated: 08/2017	76.843	76.987	76.933	76.664	76.355	76.166	76.219	76.232	76.697	77.463	78.948	79.973	80.500	80.946	81.147	81.308	81.466	81.510	81.446	81.423	81.457	81.518	81.579	81.549	81.457	81.337	81.174	80.993	80.764	80.483	80.285	80.275	80.426	80.646	80.983	81.687	82.492	82.651	82.776	2016
Ghana	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	0.686	1.104	1.249	2.526	3.527	4.361	6.339	9.017	12.389	16.287	22.767	28.134	32.057	40.853	53.544	77.761	110.902	134.596	160.835	186.605	240.068	328.209	410.745	542.271	638.488	757.967	873.157	1,053.894	1,339.368	1,583.769	1,942.822	2,461.139	3,021.610	3,654.383	4,323.426	5,093.961	6,067.989	7,157.059	8,328.953	0
Ghana	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	2,495.675	4,018.132	4,543.851	3,299.581	981.094	802.722	710.799	591.411	611.468	603.887	697.566	765.977	733.931	629.466	560.648	647.989	678.780	655.830	694.591	700.493	440.320	457.951	518.058	625.263	709.468	835.901	952.301	1,126.861	1,266.113	1,107.394	1,357.644	1,627.899	1,682.583	1,870.158	1,479.018	1,372.174	1,551.415	1,607.739	1,697.395	0
